selected_area_name,bbox_west,bbox_south,bbox_east,bbox_north,area_sq_km,nodes_n,edges_m,street_segment_count,spatial_diameter_m_lcc,spatial_diameter_km_lcc,largest_connected_component_nodes,average_street_length_m,node_density_per_sq_km,intersection_count,intersection_density_per_sq_km,edge_density_km_per_sq_km,street_density_km_per_sq_km,average_circuity,average_node_degree_k_avg,streets_per_node_avg,topological_planarity,geometric_crossing_examples_found
leeds_central_selected_box,-1.54929,53.79505,-1.53249,53.80488,1.21,308,528,419,3088.920007249399,3.088920007249399,295,75.69435888096999,254.54545454545456,275,227.27272727272728,32524.406210543,26211.517662087954,1.0714148352944142,3.4285714285714284,2.9220779220779223,False,5
