nodes_mean,nodes_std,edges_mean,edges_std,density_mean,density_std,average_degree_mean,average_degree_std,median_degree_mean,median_degree_std,max_degree_mean,max_degree_std,average_clustering_mean,average_clustering_std,transitivity_mean,transitivity_std,assortativity_mean,assortativity_std,connected_components_mean,connected_components_std,isolated_nodes_mean,isolated_nodes_std,largest_component_size_mean,largest_component_size_std,average_shortest_path_length_LCC_mean,average_shortest_path_length_LCC_std,diameter_LCC_mean,diameter_LCC_std,random_graph_count
552.0,0.0,2424.0,0.0,0.01593939872169179,3.5595774664122295e-18,8.782608695652176,1.8225036628030615e-15,8.8,0.4103913408340616,18.75,1.0699237552766379,0.015404836390900298,0.0013261355548398485,0.01579051719535691,0.0014884762471365995,0.0021497654715043088,0.022100269090875847,1.05,0.22360679774997902,0.05,0.22360679774997894,551.95,0.22360679774997902,3.143657654426375,0.0034666341034257663,5.35,0.4893604849295929,20
