nodes_mean,nodes_std,edges_mean,edges_std,density_mean,density_std,average_degree_mean,average_degree_std,median_degree_mean,median_degree_std,max_degree_mean,max_degree_std,average_clustering_mean,average_clustering_std,transitivity_mean,transitivity_std,assortativity_mean,assortativity_std,connected_components_mean,connected_components_std,isolated_nodes_mean,isolated_nodes_std,largest_component_size_mean,largest_component_size_std,average_shortest_path_length_LCC_mean,average_shortest_path_length_LCC_std,diameter_LCC_mean,diameter_LCC_std,random_graph_count
9935.0,0.0,33497.0,0.0,0.0006788032012794256,0.0,6.743231001509814,9.112518314015307e-16,7.0,0.0,18.95,1.4680814547887786,0.0006224382815608134,9.181947255507584e-05,0.0006475391426832315,7.170582140750606e-05,0.0008510205304287144,0.0051860623489237,12.8,2.745330964613039,11.8,2.745330964613039,9923.2,2.745330964613039,5.030835774656606,0.02664854415719509,8.95,0.5104177855340405,20
