nodes_mean,nodes_std,edges_mean,edges_std,density_mean,density_std,average_degree_mean,average_degree_std,median_degree_mean,median_degree_std,max_degree_mean,max_degree_std,average_clustering_mean,average_clustering_std,transitivity_mean,transitivity_std,assortativity_mean,assortativity_std,connected_components_mean,connected_components_std,isolated_nodes_mean,isolated_nodes_std,largest_component_size_mean,largest_component_size_std,average_shortest_path_length_LCC_mean,average_shortest_path_length_LCC_std,diameter_LCC_mean,diameter_LCC_std,random_graph_count
1620.0,0.0,6782.0,0.0,0.005171611801218555,0.0,8.372839506172841,1.8225036628030615e-15,8.0,0.0,19.55,1.4680814547887788,0.005134153741246253,0.0006318978231320371,0.005150976235377194,0.0004584494329095004,0.000231604044636966,0.01300416818284773,1.45,0.5104177855340404,0.45,0.5104177855340405,1619.55,0.5104177855340404,3.713181709806194,0.0020806003469750582,6.35,0.4893604849295929,20
