scenario_name,sources,number_of_sources,source_degrees,source_weighted_degrees,one_hop_frontier_size,two_hop_candidate_count,probability_no_one_hop_propagation_yet,probability_at_least_one_one_hop_neighbour_already_exposed,expected_directly_exposed_neighbours,top_priority_editor,top_priority_score
dual_source,"Pasleim, Jura1",2,"{'Pasleim': 226, 'Jura1': 198}","{'Pasleim': 642.0, 'Jura1': 592.0}",317,510,9.76555587454154e-16,0.999999999999999,27.95918682040419,Matěj Suchánek,1.01875
