editor,degree,proximity_mean,proximity_min,direct_strength_sum,direct_contact_fraction,shared_neighbours_total,jaccard_with_source_neighbourhood,min_distance_to_sources,distance_map,degree_norm,shared_neighbours_norm,jaccard_norm,priority_score,priority_rank,priority_label
ValterVB,381,1.0,1.0,0.013262599469496022,1.0,163,0.11430575035063113,1,{'Cycn': 1},0.672318895115796,0.19853836784409257,0.5633893329975379,0.5329782014917361,15,medium
Wolverène,439,1.0,1.0,0.019230769230769232,1.0,158,0.1061114842175957,1,{'Cycn': 1},0.6904129730310657,0.19244823386114496,0.5230014949672209,0.5301181372281967,16,medium
Mahir256,406,1.0,1.0,0.012599469496021221,1.0,152,0.1039671682626539,1,{'Cycn': 1},0.6804334816469063,0.1851400730816078,0.5124326064215016,0.5254428167148224,17,medium
Ajraddatz,286,1.0,1.0,0.004641909814323607,1.0,145,0.10748702742772424,1,{'Cycn': 1},0.6357172621308302,0.17661388550548113,0.529781262120548,0.5212472438732735,18,medium
Quakewoody,570,1.0,1.0,0.022546419098143235,1.0,144,0.08812729498164015,1,{'Cycn': 1},0.7237730110202887,0.1753958587088916,0.4343611566896939,0.5203405427362979,19,medium
The Anonymouse,256,1.0,1.0,0.013925729442970823,1.0,138,0.10407239819004525,1,{'Cycn': 1},0.6215846909816602,0.16808769792935443,0.5129512629057339,0.5194733327862701,20,medium
Peter James,351,1.0,1.0,0.01856763925729443,1.0,136,0.09557273366127898,1,{'Cycn': 1},0.661849413283648,0.1656516443361754,0.4710581795317528,0.5179705272989165,21,lower
Nikki,250,1.0,1.0,0.015251989389920425,1.0,135,0.10204081632653061,1,{'Cycn': 1},0.6185608028546592,0.16443361753958588,0.502938017312188,0.5179215627293491,22,lower
10.4.0.64,261,1.0,1.0,0.007957559681697613,1.0,138,0.10368144252441773,1,{'Cycn': 1},0.6240511509365739,0.16808769792935443,0.5110243235259226,0.5179119194057162,23,lower
Jared Preston,240,1.0,1.0,0.021883289124668436,1.0,123,0.09283018867924528,1,{'Cycn': 1},0.613356618196925,0.14981729598051158,0.45754074420234825,0.5118561868073506,24,lower
HakanIST,276,1.0,1.0,0.003978779840848806,1.0,129,0.0952029520295203,1,{'Cycn': 1},0.631177590942366,0.15712545676004872,0.469235602572744,0.5109022261166147,25,lower
Hazard-SJ,260,1.0,1.0,0.006631299734748011,1.0,117,0.08660251665433012,1,{'Cycn': 1},0.6235616462815888,0.1425091352009744,0.42684584059967046,0.5040223183479284,26,lower
Sjoerddebruin,201,1.0,1.0,0.011273209549071617,1.0,112,0.08635312259059368,1,{'Cycn': 1},0.590759938380232,0.1364190012180268,0.42561662899140906,0.5022017624490258,27,lower
Moe Epsilon,296,1.0,1.0,0.005305039787798408,1.0,115,0.08279337652987762,1,{'Cycn': 1},0.6401014341914778,0.14007308160779536,0.40807137905747726,0.5021530858838303,28,lower
Bencemac,249,1.0,1.0,0.010610079575596816,1.0,111,0.0824665676077266,1,{'Cycn': 1},0.6180498029293922,0.13520097442143728,0.4064606056702809,0.5012412654916844,29,lower
GZWDer,173,1.0,1.0,0.03580901856763926,1.0,99,0.07722308892355695,1,{'Cycn': 1},0.5716599589026302,0.12058465286236297,0.3806165868925779,0.49971384184877177,30,lower
SamoaBot,170,1.0,1.0,0.07493368700265252,1.0,76,0.05837173579109063,1,{'Cycn': 1},0.569433723462993,0.0925700365408039,0.28770217764525163,0.4944893329964987,31,lower
Fralambert,389,1.0,1.0,0.005968169761273209,1.0,103,0.06894243641231593,1,{'Cycn': 1},0.6749719499043918,0.12545676004872108,0.33980296832324136,0.49431228877760625,32,lower
Pigsonthewing,242,1.0,1.0,0.004641909814323607,1.0,102,0.07566765578635015,1,{'Cycn': 1},0.614414519352886,0.12423873325213154,0.37295017960331095,0.4940239680319826,33,lower
Liuxinyu970226,185,1.0,1.0,0.022546419098143235,1.0,94,0.07236335642802155,1,{'Cycn': 1},0.5801968090554176,0.11449451887941535,0.3566639734780505,0.49321174635099485,34,lower
Vogone,267,1.0,1.0,0.001326259946949602,1.0,98,0.07116920842411038,1,{'Cycn': 1},0.6269495082212109,0.11936662606577345,0.3507782656692995,0.4906301921778826,35,lower
PinkAmpersand,206,1.0,1.0,0.005305039787798408,1.0,94,0.07121212121212121,1,{'Cycn': 1},0.5938898085176058,0.11449451887941535,0.3509897738999906,0.48901863153871206,36,lower
Jianhui67,146,1.0,1.0,0.000663129973474801,1.0,90,0.07120253164556962,1,{'Cycn': 1},0.5500753561074129,0.10962241169305725,0.3509425089156249,0.48468828352891324,37,lower
ChristianKl,176,1.0,1.0,0.001989389920424403,1.0,86,0.0662557781201849,1,{'Cycn': 1},0.5738481371660434,0.10475030450669914,0.326560986895772,0.4827959139293253,38,lower
QZanden,178,1.0,1.0,0.005968169761273209,1.0,83,0.0636991557943208,1,{'Cycn': 1},0.5752864142222076,0.10109622411693057,0.3139599257726276,0.4818716005520776,39,lower
Trade,181,1.0,1.0,0.001326259946949602,1.0,82,0.06273909716908951,1,{'Cycn': 1},0.577413975298673,0.09987819732034105,0.3092279959541502,0.4801007028111543,40,lower
Esteban16,183,1.0,1.0,0.005305039787798408,1.0,80,0.06102212051868802,1,{'Cycn': 1},0.5788129543742117,0.09744214372716199,0.30076537419737254,0.47983187383082987,41,lower
billinghurst,123,1.0,1.0,0.007294429708222812,1.0,77,0.06140350877192982,1,{'Cycn': 1},0.5282951216764589,0.09378806333739342,0.3026451577861061,0.47726049195696796,42,lower
Deryck Chan,145,1.0,1.0,0.002652519893899204,1.0,77,0.0603448275862069,1,{'Cycn': 1},0.5492015963237497,0.09378806333739342,0.2974271378242767,0.4766235362395686,43,lower
Bene*,211,1.0,1.0,0.001326259946949602,1.0,75,0.05580357142857143,1,{'Cycn': 1},0.5969449729046737,0.09135200974421437,0.2750442282176028,0.4759536384025743,44,lower
Vituzzu,168,1.0,1.0,0.003978779840848806,1.0,72,0.05521472392638037,1,{'Cycn': 1},0.5679277612543686,0.0876979293544458,0.27214192102414103,0.47414486099623393,45,lower
Taketa,111,1.0,1.0,0.0033156498673740055,1.0,74,0.05943775100401606,1,{'Cycn': 1},0.5152663962077966,0.09013398294762484,0.29295634550586247,0.47391466341734456,46,lower
יונה בנדלאק,120,1.0,1.0,0.006631299734748011,1.0,72,0.05732484076433121,1,{'Cycn': 1},0.5251601410365877,0.0876979293544458,0.2825422492161464,0.47370964277802025,47,lower
Succu,115,1.0,1.0,0.005968169761273209,1.0,71,0.05670926517571885,1,{'Cycn': 1},0.5197582715236715,0.08647990255785627,0.2795082048289301,0.47272675701096617,48,lower
Addshore,135,1.0,1.0,0.001989389920424403,1.0,71,0.05581761006289308,1,{'Cycn': 1},0.5401193972743421,0.08647990255785627,0.27511342173413555,0.47231064002880807,49,lower
Jasper Deng,151,1.0,1.0,0.002652519893899204,1.0,70,0.05430566330488751,1,{'Cycn': 1},0.5543568693195988,0.08526187576126674,0.267661349787557,0.47219948357046376,50,lower
Infovarius,112,1.0,1.0,0.004641909814323607,1.0,70,0.056,1,{'Cycn': 1},0.5164042286889452,0.08526187576126674,0.2760123839009288,0.47163430243037435,51,lower
E4024,201,1.0,1.0,0.001326259946949602,1.0,68,0.05070842654735272,1,{'Cycn': 1},0.590759938380232,0.0828258221680877,0.24993131598571372,0.47142785793793796,52,lower
Ash Crow,112,1.0,1.0,0.003978779840848806,1.0,69,0.05515587529976019,1,{'Cycn': 1},0.5164042286889452,0.08404384896467722,0.2718518683505208,0.47080886302264696,53,lower
Andre Engels,97,1.0,1.0,0.011273209549071617,1.0,67,0.05411954765751212,1,{'Cycn': 1},0.49817366872845426,0.08160779537149818,0.2667440243676758,0.47072294733475784,54,lower
DannyS712,172,1.0,1.0,0.001989389920424403,1.0,66,0.0502283105022831,1,{'Cycn': 1},0.5709221740862026,0.08038976857490865,0.2475649235902003,0.469877902258418,55,lower
Richard Arthur Norton (1958- ),161,1.0,1.0,0.001989389920424403,1.0,64,0.04904214559386973,1,{'Cycn': 1},0.5625128319739273,0.0779537149817296,0.2417185628032217,0.4683855883554706,56,lower
ديفيد عادل وهبة خليل 2,94,1.0,1.0,0.009946949602122016,1.0,63,0.05084745762711865,1,{'Cycn': 1},0.49419390845249334,0.07673568818514007,0.25061657133861576,0.46760522759404477,57,lower
Pütz M.,69,1.0,1.0,0.0623342175066313,1.0,45,0.036525974025974024,1,{'Cycn': 1},0.4551034353406912,0.05481120584652863,0.18002894937879457,0.46730386225087756,58,lower
Hahc21,155,1.0,1.0,0.000663129973474801,1.0,63,0.04846153846153846,1,{'Cycn': 1},0.5576818695424509,0.07673568818514007,0.23885687068349606,0.46728270067586886,59,lower
1997kB,116,1.0,1.0,0.004641909814323607,1.0,56,0.04416403785488959,1,{'Cycn': 1},0.5208570363068865,0.0682095006090134,0.21767538162533817,0.4626127675532617,60,lower
Haansn08,113,1.0,1.0,0.002652519893899204,1.0,56,0.04426877470355731,1,{'Cycn': 1},0.5175320360840343,0.0682095006090134,0.21819160782682118,0.4620007926821613,61,lower
Hsarrazin,90,1.0,1.0,0.003978779840848806,1.0,57,0.04593070104754231,1,{'Cycn': 1},0.4886874546841498,0.06942752740560293,0.2263828980423757,0.46195286297977795,62,lower
Mike Peel,112,1.0,1.0,0.002652519893899204,1.0,54,0.04265402843601896,1,{'Cycn': 1},0.5164042286889452,0.06577344701583435,0.21023285842149284,0.46066131665323823,63,lower
Jon Harald Søby,112,1.0,1.0,0.001326259946949602,1.0,54,0.04265402843601896,1,{'Cycn': 1},0.5164042286889452,0.06577344701583435,0.21023285842149284,0.46032975166650086,64,lower
Eihel,105,1.0,1.0,0.004641909814323607,1.0,50,0.0395882818685669,1,{'Cycn': 1},0.5082184522901506,0.06090133982947625,0.1951224295193762,0.45826391098592134,65,lower
Hym411,76,1.0,1.0,0.007957559681697613,1.0,51,0.0413625304136253,1,{'Cycn': 1},0.46730364457525936,0.06211936662606577,0.2038673325649891,0.4581651787308995,66,lower
LadyInGrey,77,1.0,1.0,0.003978779840848806,1.0,52,0.042173560421735604,1,{'Cycn': 1},0.4689553489279278,0.06333739342265529,0.207864731242734,0.45789641421541305,67,lower
轻语者,103,1.0,1.0,0.002652519893899204,1.0,49,0.03882725832012678,1,{'Cycn': 1},0.5057801821634922,0.05968331303288672,0.19137150230848865,0.45702595191907563,68,lower
Martin Urbanec,96,1.0,1.0,0.001989389920424403,1.0,49,0.03904382470119522,1,{'Cycn': 1},0.4968607822318492,0.05968331303288672,0.1924389130783368,0.4565209405061096,69,lower
BRPever,78,1.0,1.0,0.001989389920424403,1.0,49,0.039611964430072755,1,{'Cycn': 1},0.47058601188804683,0.05968331303288672,0.19523915595255673,0.4554872262763415,70,lower
Steak,73,1.0,1.0,0.001326259946949602,1.0,49,0.03977272727272727,1,{'Cycn': 1},0.46221667143587414,0.05968331303288672,0.19603152265690965,0.4549822134307995,71,lower
Multichill,65,1.0,1.0,0.000663129973474801,1.0,50,0.04088307440719542,1,{'Cycn': 1},0.4475715388190372,0.06090133982947625,0.20150419336301892,0.45487504673651774,72,lower
Rippitippi,65,1.0,1.0,0.003978779840848806,1.0,47,0.03833605220228385,1,{'Cycn': 1},0.4475715388190372,0.057247259439707675,0.18895044924469315,0.45371776871357494,73,lower
ZI Jony,74,1.0,1.0,0.0033156498673740055,1.0,46,0.0372168284789644,1,{'Cycn': 1},0.46393488933188676,0.05602923264311815,0.1834340276734097,0.45357490622940244,74,lower
YMS,75,1.0,1.0,0.004641909814323607,1.0,45,0.036348949919224556,1,{'Cycn': 1},0.4656303487050756,0.05481120584652863,0.1791564342767972,0.4533198794858201,75,lower
Whym,101,1.0,1.0,0.001326259946949602,1.0,42,0.03314917127071823,1,{'Cycn': 1},0.5032945640387775,0.05115712545676005,0.16338538904948427,0.4520662571849767,76,lower
Epìdosis,51,1.0,1.0,0.03050397877984085,1.0,35,0.028594771241830064,1,{'Cycn': 1},0.4170536615489691,0.04263093788063337,0.14093769602784353,0.45109863495131974,77,lower
PLbot,72,1.0,1.0,0.003978779840848806,1.0,40,0.03225806451612903,1,{'Cycn': 1},0.4604750757092264,0.048721071863580996,0.1589933086986917,0.44966199398825896,78,lower
Stanglavine,110,1.0,1.0,0.001989389920424403,1.0,37,0.02888368462138954,1,{'Cycn': 1},0.5141183588148328,0.04506699147381242,0.14236169014629146,0.4494528327302394,79,lower
AttoRenato,44,1.0,1.0,0.016578249336870028,1.0,39,0.03215169002473207,1,{'Cycn': 1},0.3985464963489046,0.047503045066991476,0.15846901089589305,0.44941939725465035,80,lower
علاء,85,1.0,1.0,0.000663129973474801,1.0,39,0.03110047846889952,1,{'Cycn': 1},0.48145359161793616,0.047503045066991476,0.15328780719036544,0.44906785180670034,81,lower
Kolja21,74,1.0,1.0,0.005968169761273209,1.0,38,0.03054662379421222,1,{'Cycn': 1},0.46393488933188676,0.04628501827040195,0.15055797238509552,0.4490015877995026,82,lower
King jakob c 2,70,1.0,1.0,0.0033156498673740055,1.0,38,0.03064516129032258,1,{'Cycn': 1},0.45691914395831346,0.04628501827040195,0.1510436432637571,0.4480362376452153,83,lower
Kostas20142,75,1.0,1.0,0.000663129973474801,1.0,38,0.030522088353413655,1,{'Cycn': 1},0.4656303487050756,0.04628501827040195,0.15043704228679425,0.44774800781138224,84,lower
Kam Solusar,63,1.0,1.0,0.000663129973474801,1.0,39,0.03165584415584415,1,{'Cycn': 1},0.4436326030726158,0.047503045066991476,0.15602508946162194,0.44745053060656,85,lower
Hasley,71,1.0,1.0,0.000663129973474801,1.0,38,0.030620467365028204,1,{'Cycn': 1},0.45870945721601003,0.04628501827040195,0.15092193202825047,0.44745045221107466,86,lower
Syrio,58,1.0,1.0,0.005968169761273209,1.0,37,0.030105777054515868,1,{'Cycn': 1},0.4332199291725617,0.04506699147381242,0.14838513025012154,0.44700495021872105,87,lower
ArthurPSmith,65,1.0,1.0,0.000663129973474801,1.0,38,0.03076923076923077,1,{'Cycn': 1},0.4475715388190372,0.04628501827040195,0.1516551559895213,0.4469668786873531,88,lower
Jdforrester,70,1.0,1.0,0.001326259946949602,1.0,37,0.029814665592264304,1,{'Cycn': 1},0.45691914395831346,0.04506699147381242,0.14695030223803335,0.44688595070321896,89,lower
EugeneZelenko,60,1.0,1.0,0.001326259946949602,1.0,38,0.030894308943089432,1,{'Cycn': 1},0.4374871680260725,0.04628501827040195,0.15227164036346247,0.44669009107846774,90,lower
Rockpeterson,82,1.0,1.0,0.001326259946949602,1.0,35,0.027888446215139442,1,{'Cycn': 1},0.47690854690927786,0.04263093788063337,0.13745636648452628,0.44644881655678065,91,lower
UWashPrincipalCataloger,69,1.0,1.0,0.001989389920424403,1.0,36,0.029008863819500404,1,{'Cycn': 1},0.4551034353406912,0.0438489646772229,0.14297867244781623,0.44632017942736685,92,lower
Brya,51,1.0,1.0,0.004641909814323607,1.0,37,0.030278232405891982,1,{'Cycn': 1},0.4170536615489691,0.04506699147381242,0.14923512690458215,0.4459500715162501,93,lower
George.Edward.C,48,1.0,1.0,0.01790450928381963,1.0,32,0.026143790849673203,1,{'Cycn': 1},0.409447148113931,0.0389768574908648,0.1288573220825998,0.4456295884330844,94,lower
Queryzo,54,1.0,1.0,0.001326259946949602,1.0,36,0.02936378466557912,1,{'Cycn': 1},0.42423341118749636,0.0438489646772229,0.14472800367678626,0.44478582884923545,95,lower
Prahlad balaji,62,1.0,1.0,0.001326259946949602,1.0,34,0.02750809061488673,1,{'Cycn': 1},0.4416167297366676,0.04141291108404385,0.13558167262817236,0.44425315095319684,96,lower
Valentina.Anitnelav,59,1.0,1.0,0.000663129973474801,1.0,33,0.02674230145867099,1,{'Cycn': 1},0.43537132958446906,0.040194884287454324,0.13180725672509044,0.44315405150259213,97,lower
Wylve,48,1.0,1.0,0.007294429708222812,1.0,31,0.025306122448979593,1,{'Cycn': 1},0.409447148113931,0.037758830694275276,0.12472862829342264,0.4423205938009496,98,lower
Holger1959,49,1.0,1.0,0.0033156498673740055,1.0,32,0.026122448979591838,1,{'Cycn': 1},0.4120332019529281,0.0389768574908648,0.12875213243192013,0.4421011573058549,99,lower
Bodhisattwa,53,1.0,1.0,0.000663129973474801,1.0,32,0.026037428803905614,1,{'Cycn': 1},0.42188462398044557,0.0389768574908648,0.12833308562172674,0.4418886937527366,100,lower
Magnus Manske,39,1.0,1.0,0.012599469496021221,1.0,30,0.024650780608052588,1,{'Cycn': 1},0.3834696422055104,0.03654080389768575,0.12149858429727467,0.4417813686935455,101,lower
Snow Blizzard,67,1.0,1.0,0.006631299734748011,1.0,27,0.021634615384615384,1,{'Cycn': 1},0.45139287665981886,0.03288672350791717,0.10663253155513217,0.4414680666237746,102,lower
Jklamo,52,1.0,1.0,0.003978779840848806,1.0,30,0.024390243902439025,1,{'Cycn': 1},0.4194919316756274,0.03654080389768575,0.120214452918523,0.44129889761538305,103,lower
PokestarFan,52,1.0,1.0,0.001326259946949602,1.0,31,0.025223759153783564,1,{'Cycn': 1},0.4194919316756274,0.037758830694275276,0.12432267669604778,0.4412901953789786,104,lower
Ary29,42,1.0,1.0,0.011273209549071617,1.0,29,0.02375102375102375,1,{'Cycn': 1},0.39272707100341303,0.03532277710109622,0.1170638693858508,0.44122559829624286,105,lower
Hiàn,51,1.0,1.0,0.001326259946949602,1.0,31,0.025244299674267102,1,{'Cycn': 1},0.4170536615489691,0.037758830694275276,0.12442391666078398,0.4411784058691194,106,lower
-akko,61,1.0,1.0,0.001989389920424403,1.0,29,0.02338709677419355,1,{'Cycn': 1},0.43956860106193574,0.03532277710109622,0.11527014880655148,0.4410673478340773,107,lower
Inwind,34,1.0,1.0,0.011936339522546418,1.0,30,0.024752475247524754,1,{'Cycn': 1},0.36637691472616796,0.03654080389768575,0.12199981608067928,0.44081107300455014,108,lower
Harmonia Amanda,41,1.0,1.0,0.003978779840848806,1.0,31,0.025451559934318555,1,{'Cycn': 1},0.389715042357709,0.037758830694275276,0.12544545949051128,0.44057675916600386,109,lower
Ceancata,45,1.0,1.0,0.002652519893899204,1.0,30,0.024529844644317254,1,{'Cycn': 1},0.4013599131451653,0.03654080389768575,0.12090251601781135,0.44012953801205135,110,lower
Dandelo,38,1.0,1.0,0.0033156498673740055,1.0,31,0.02551440329218107,1,{'Cycn': 1},0.3802288283134046,0.037758830694275276,0.1257552013657965,0.4399676401579485,111,lower
Josve05a,39,1.0,1.0,0.003978779840848806,1.0,29,0.023809523809523808,1,{'Cycn': 1},0.3834696422055104,0.03532277710109622,0.11735220403951054,0.438967952894658,112,lower
Ermanon,48,1.0,1.0,0.003978779840848806,1.0,27,0.021969080553295363,1,{'Cycn': 1},0.409447148113931,0.03288672350791717,0.10828104099333194,0.4388725011668254,113,lower
SJK,42,1.0,1.0,0.001326259946949602,1.0,29,0.02375102375102375,1,{'Cycn': 1},0.39272707100341303,0.03532277710109622,0.1170638693858508,0.43873886089571235,114,lower
JAn Dudík,38,1.0,1.0,0.000663129973474801,1.0,30,0.024671052631578948,1,{'Cycn': 1},0.3802288283134046,0.03654080389768575,0.12159850089620336,0.43864523477819645,115,lower
Ayack,53,1.0,1.0,0.000663129973474801,1.0,27,0.02188006482982172,1,{'Cycn': 1},0.42188462398044557,0.03288672350791717,0.10784230095689219,0.43862158848966365,116,lower
Andrew Gray,42,1.0,1.0,0.000663129973474801,1.0,29,0.02375102375102375,1,{'Cycn': 1},0.39272707100341303,0.03532277710109622,0.1170638693858508,0.4385730784023436,117,lower
Hazard-Bot,52,1.0,1.0,0.000663129973474801,1.0,27,0.021897810218978103,1,{'Cycn': 1},0.4194919316756274,0.03288672350791717,0.10792976429911189,0.4385107002086447,118,lower
Nikosguard,38,1.0,1.0,0.005305039787798408,1.0,28,0.022988505747126436,1,{'Cycn': 1},0.3802288283134046,0.0341047503045067,0.11330557631401017,0.4384892090549222,119,lower
Yair rand,49,1.0,1.0,0.000663129973474801,1.0,27,0.02195121951219512,1,{'Cycn': 1},0.4120332019529281,0.03288672350791717,0.10819300762667068,0.43816408805526563,120,lower
Tulsi Bhagat,40,1.0,1.0,0.000663129973474801,1.0,28,0.022950819672131147,1,{'Cycn': 1},0.38663042776660317,0.0341047503045067,0.11311982946759376,0.4376302368893596,121,lower
Conny,49,1.0,1.0,0.000663129973474801,1.0,26,0.021121039805036556,1,{'Cycn': 1},0.4120332019529281,0.031668696711327646,0.1041012240545455,0.4375113043387352,122,lower
Gabbe,43,1.0,1.0,0.000663129973474801,1.0,27,0.022058823529411766,1,{'Cycn': 1},0.39566985144007855,0.03288672350791717,0.1087233655071936,0.43739895631767545,123,lower
PieterJanR,39,1.0,1.0,0.007957559681697613,1.0,25,0.020458265139116204,1,{'Cycn': 1},0.3834696422055104,0.030450669914738125,0.10083454520579875,0.4373364605342274,124,lower
Ultratomio,32,1.0,1.0,0.007294429708222812,1.0,27,0.02225886232481451,1,{'Cycn': 1},0.3588450182045141,0.03288672350791717,0.10970931523561826,0.43731413456242674,125,lower
Vojtěch Dostál,40,1.0,1.0,0.001989389920424403,1.0,27,0.022113022113022112,1,{'Cycn': 1},0.38663042776660317,0.03288672350791717,0.10899049908337834,0.4373052634783576,126,lower
Jamie7687,38,1.0,1.0,0.001989389920424403,1.0,27,0.022149302707136997,1,{'Cycn': 1},0.3802288283134046,0.03288672350791717,0.10916931860607461,0.43700306545796724,127,lower
Dr Zimbu,37,1.0,1.0,0.001989389920424403,1.0,27,0.022167487684729065,1,{'Cycn': 1},0.3769038280905524,0.03288672350791717,0.10925894858850982,0.43684577844506817,128,lower
Jc86035,34,1.0,1.0,0.001326259946949602,1.0,28,0.023064250411861616,1,{'Cycn': 1},0.36637691472616796,0.0341047503045067,0.11367890605474827,0.436839251389422,129,lower
संजीव कुमार,33,1.0,1.0,0.005968169761273209,1.0,26,0.02139917695473251,1,{'Cycn': 1},0.3626663560452957,0.031668696711327646,0.10547210437131317,0.43650631002198,130,lower
Lakokat,43,1.0,1.0,0.001326259946949602,1.0,25,0.020391517128874388,1,{'Cycn': 1},0.39566985144007855,0.030450669914738125,0.10050555810887933,0.4362557473525769,131,lower
Pallerti,43,1.0,1.0,0.000663129973474801,1.0,25,0.020391517128874388,1,{'Cycn': 1},0.39566985144007855,0.030450669914738125,0.10050555810887933,0.43608996485920815,132,lower
Germartin1,37,1.0,1.0,0.000663129973474801,1.0,26,0.02132895816242822,1,{'Cycn': 1},0.3769038280905524,0.031668696711327646,0.10512601050955332,0.43585731429111724,133,lower
Ladsgroup,37,1.0,1.0,0.000663129973474801,1.0,26,0.02132895816242822,1,{'Cycn': 1},0.3769038280905524,0.031668696711327646,0.10512601050955332,0.43585731429111724,134,lower
GerardM,46,1.0,1.0,0.000663129973474801,1.0,24,0.01951219512195122,1,{'Cycn': 1},0.40411282163905327,0.029232643118148598,0.0961715623348184,0.43583510843243295,135,lower
Termininja,32,1.0,1.0,0.001326259946949602,1.0,27,0.02225886232481451,1,{'Cycn': 1},0.3588450182045141,0.03288672350791717,0.10970931523561826,0.43582209212210843,136,lower
NatigKrolik,27,1.0,1.0,0.009946949602122016,1.0,25,0.02066115702479339,1,{'Cycn': 1},0.33781335497875026,0.030450669914738125,0.10183455722436865,0.4356509948548525,137,lower
Jesi,44,1.0,1.0,0.000663129973474801,1.0,24,0.019543973941368076,1,{'Cycn': 1},0.3985464963489046,0.029232643118148598,0.09632819354383275,0.43557245528882693,138,lower
Vivaelcelta,40,1.0,1.0,0.001989389920424403,1.0,24,0.0196078431372549,1,{'Cycn': 1},0.38663042776660317,0.029232643118148598,0.09664299156194986,0.435339696648261,139,lower
So9q,51,1.0,1.0,0.000663129973474801,1.0,22,0.01778496362166532,1,{'Cycn': 1},0.4170536615489691,0.02679658952496955,0.08765839655012753,0.43514362313082383,140,lower
Horcrux92,36,1.0,1.0,0.001326259946949602,1.0,24,0.019672131147540985,1,{'Cycn': 1},0.37349015082135095,0.029232643118148598,0.09695985382936609,0.4345485865343713,141,lower
CrystallineLeMonde,39,1.0,1.0,0.000663129973474801,1.0,23,0.018790849673202614,1,{'Cycn': 1},0.3834696422055104,0.028014616321559074,0.0926162002468686,0.4342038078926429,142,lower
FriedrickMILBarbarossa,35,1.0,1.0,0.004641909814323607,1.0,22,0.018018018018018018,1,{'Cycn': 1},0.36998293660148684,0.02679658952496955,0.08880707332719716,0.4338996495213689,143,lower
Nadzik,33,1.0,1.0,0.000663129973474801,1.0,24,0.01972062448644207,1,{'Cycn': 1},0.3626663560452957,0.029232643118148598,0.09719886743781973,0.4338655156630452,144,lower
MatSuBot,32,1.0,1.0,0.001326259946949602,1.0,24,0.019736842105263157,1,{'Cycn': 1},0.3588450182045141,0.029232643118148598,0.09727880071696268,0.43384822459228917,145,lower
Moumou82,31,1.0,1.0,0.001989389920424403,1.0,24,0.019753086419753086,1,{'Cycn': 1},0.3549060824580927,0.029232643118148598,0.09735886557351985,0.43382506678399246,146,lower
