scenario_name,sources,number_of_sources,source_degrees,source_weighted_degrees,one_hop_frontier_size,two_hop_candidate_count,probability_no_one_hop_propagation_yet,probability_at_least_one_one_hop_neighbour_already_exposed,expected_directly_exposed_neighbours,top_priority_editor,top_priority_score
dual_source,"Cycn, Pütz M.",2,"{'Cycn': 1208, 'Pütz M.': 69}","{'Cycn': 5525.0, 'Pütz M.': 3870.0}",1230,9714,7.980567044816796e-05,0.9999201943295518,6.109245054666369,BeneBot*,1.1929295706512866
