scenario_name,sources,number_of_sources,source_degrees,source_weighted_degrees,one_hop_frontier_size,two_hop_candidate_count,probability_no_one_hop_propagation_yet,probability_at_least_one_one_hop_neighbour_already_exposed,expected_directly_exposed_neighbours,top_priority_editor,top_priority_score
single_source,Cycn,1,{'Cycn': 1208},{'Cycn': 5525.0},1208,9715,0.0006571579174826216,0.9993428420825173,5.879789992422524,BeneBot*,0.9845274887631235
