scenario_name,sources,number_of_sources,source_degrees,source_weighted_degrees,one_hop_frontier_size,two_hop_candidate_count,probability_no_one_hop_propagation_yet,probability_at_least_one_one_hop_neighbour_already_exposed,expected_directly_exposed_neighbours,top_priority_editor,top_priority_score
single_source,Jura1,1,{'Jura1': 329},{'Jura1': 838.0},329,1250,3.906939765217942e-22,1.0,40.88907510331507,Infovarius,0.99970334513519
